packet_size,src_port,dest_port,duration,protocol_type,true_label
10325,723,62517,193.00139497571695,3,1
1365,55747,443,5.508571210251853,0,0
1418,7853,53,1.635478300194756,1,0
2142,37150,53,2.643245851660589,0,0
1712,37747,443,3.474077903423871,0,0
1476,26545,80,4.294026248174306,0,0
1335,8840,22,2.8123880694353742,0,0
1573,3048,443,0.20645192197690093,1,0
1105,30763,53,1.8877479460223388,0,0
1742,11612,80,5.906286110623178,0,0
1847,44649,53,0.24804901811756885,0,0
1546,61101,22,5.669166285310342,1,0
1165,17062,80,3.4460743396861133,0,0
14741,1022,49379,214.49907666073864,2,1
14120,895,58439,50.51508124716918,2,1
12669,558,50119,56.862774561337545,2,1
1272,10633,80,2.2600320063480575,0,0
1824,3184,22,4.3309622290434815,1,0
1233,24270,443,3.566819364391486,0,0
1401,38467,22,2.014780589702163,0,0
1266,26384,22,4.887654682502683,0,0
1603,25175,443,2.7425751819743387,0,0
14201,93,61697,232.75677428032563,3,1
1049,1932,443,2.509209740336606,1,0
5969,397,52802,83.06749133888063,2,1
16117,601,50184,68.53819894019792,3,1
8499,606,56545,174.36217120948783,2,1
9037,986,58224,275.52114492351797,2,1
1941,26084,443,2.707993258139748,0,0
1490,20071,53,5.254622706066189,0,0
18333,719,54928,169.83649453112812,2,1
1738,29567,53,2.718668457948479,0,0
1240,60100,80,1.160831069895402,0,0
1791,9051,53,1.438148610971834,0,0
1664,14310,22,5.626277815811334,0,0
1505,63707,80,1.9751067818650725,0,0
1623,35093,80,1.9074901400879902,0,0
993,57896,443,4.6458259466332885,1,0
1985,43216,22,2.856276427755255,0,0
13196,202,49898,32.76889033210421,3,1
1689,47047,53,2.070928477850885,0,0
1600,28017,22,4.00209693505935,0,0
1527,56279,53,0.1128743805079355,0,0
1398,29157,53,2.66247015771454,0,0
7909,543,50941,102.83782364102173,3,1
1284,8135,443,2.1667762542161007,0,0
11980,715,55631,109.09735619456822,2,1
1507,21263,80,4.433725538655994,0,0
1675,16413,53,1.0054918808025988,0,0
2014,47971,80,4.495162945899209,0,0
1685,9704,53,5.006336566324537,0,0
1843,65504,22,4.650903854875932,0,0
1469,64932,22,4.922742827152465,0,0
1554,20067,53,1.1396554608520306,0,0
16456,264,59645,141.35288822819572,2,1
1829,22764,22,4.778029406609351,1,0
1629,57087,22,1.9846273050753438,0,0
1121,6705,80,2.798093531051009,0,0
1552,14329,53,0.6815606842872816,0,0
1291,59813,80,0.9347609438704121,1,0
13673,816,54977,62.28716882651107,3,1
1383,22062,80,2.341494171969372,0,0
1269,46427,22,1.8295272593496974,0,0
1192,5200,53,5.133854851351296,0,0
1669,29329,22,5.7580442512893155,0,0
1000,16027,80,4.9146875543617,0,0
1203,21686,22,0.12831849001979068,0,0
1329,4169,53,2.4844152601505214,1,0
1411,53826,22,0.9350119837354101,0,0
15812,224,60650,139.81101716238356,2,1
1564,53382,53,1.8557310408817866,0,0
11843,842,62907,236.98779912845197,2,1
16664,654,61545,134.23898885912268,2,1
1614,56567,53,3.6875505331120935,1,0
10516,616,63427,273.1768902080086,2,1
1362,61887,22,4.842743511996186,0,0
1614,34639,80,3.249736127877927,1,0
1722,4212,80,1.0183571913051646,0,0
1530,5319,443,2.2581621627514554,0,0
1641,22254,53,5.284781484586085,0,0
1001,45669,22,0.4577296262020794,0,0
1670,13931,80,2.990703762125296,0,0
1769,30046,22,1.1702680759390662,1,0
821,20302,80,2.8444110938231613,0,0
1679,63521,22,3.03325721962906,0,0
1544,60510,53,3.780029294873766,0,0
1795,48853,443,2.283934164340414,1,0
1418,39335,443,4.352054863562234,1,0
15415,851,54908,234.8615878083941,2,1
1335,62607,22,2.7493355894542297,0,0
9023,227,62295,255.54710470630434,2,1
1260,38391,22,5.500859521024345,0,0
995,1589,443,3.2825954942078974,1,0
1816,28527,443,3.533546672686191,1,0
1745,61099,443,4.284419703064788,0,0
8029,995,49795,203.76883461230895,2,1
1647,19915,443,5.177877378406387,0,0
1584,10500,53,3.109419676480017,0,0
1317,22197,53,1.4075956395644775,0,0
1366,10126,53,1.964020077668855,0,0
11492,931,52806,98.29195827760425,3,1
1617,60282,443,5.989139690460167,1,0
1423,16443,53,1.1375047208478033,1,0
1630,4715,80,4.513421201579784,0,0
1295,64250,22,0.7702402182254151,1,0
11152,172,58901,187.41839871053267,2,1
1194,15287,80,5.387926274550072,0,0
1401,14160,53,4.180679678997667,0,0
1445,19780,80,4.22134973950377,0,0
11292,314,49162,226.72150199572792,3,1
9945,847,57848,101.76450784198659,3,1
1670,7361,443,4.341546346238232,0,0
1559,59041,22,1.0240496179235932,0,0
1700,24201,53,4.902742534068823,0,0
1618,52258,443,4.36607791464572,0,0
1646,51932,80,0.4704757323330669,0,0
1563,20479,53,4.380562731584966,0,0
1786,35633,53,4.710252527323876,0,0
1453,15026,22,3.863738156184125,0,0
1649,40198,53,3.5181717092059452,0,0
16296,824,51181,160.1548235413434,3,1
1417,50036,80,4.273115339452244,1,0
13677,254,51072,172.54278818225382,3,1
1715,60009,22,1.9733183644668422,0,0
1709,8739,53,3.2595382468831287,1,0
1392,24925,22,3.6608152364375375,0,0
1740,26738,22,2.227779681448899,0,0
13985,797,62645,115.75772684491656,2,1
1591,47901,22,5.697336309854153,0,0
9210,212,53641,170.1431537862601,2,1
1709,9800,80,5.912801076189498,0,0
1552,40485,80,5.710862818475443,0,0
1435,9290,22,2.693794244143671,0,0
1191,45250,22,5.299968290446535,0,0
1458,61969,22,5.818683035807325,0,0
1381,2790,443,2.245727050476457,0,0
1457,12172,443,0.36522382015045163,0,0
1495,14141,443,3.2325289520321596,0,0
9351,52,61083,223.0144946675438,2,1
1628,57331,80,3.0868539539945887,0,0
1464,15203,80,3.374962547764013,0,0
1613,2946,443,1.9971813735130024,0,0
1452,47690,22,2.764982868653807,0,0
1867,13318,53,3.556563348805759,0,0
1561,55997,22,3.2218189928315595,1,0
15461,625,53695,192.65539582763074,2,1
1298,33199,22,5.152159152745674,0,0
1401,20304,22,3.7214727643200494,0,0
1491,20471,22,5.822898621446723,0,0
1184,13717,53,0.3127284922148007,0,0
1020,50516,22,2.460500136354317,0,0
1894,47557,22,2.8576537912891813,1,0
1311,34300,22,5.510883975358545,0,0
1232,5510,53,0.2224722340578606,0,0
15076,335,61137,73.92972954855762,3,1
1435,29413,53,5.977097203654313,0,0
1150,24303,53,2.1943705104611118,1,0
1890,8164,22,4.489383400359256,0,0
10383,542,63573,247.28925263987665,2,1
14084,586,50127,93.70562976104432,3,1
1559,44073,443,1.9366782842810475,1,0
1380,29930,80,0.2921637817601554,0,0
1536,17044,53,5.696193781141347,0,0
1227,58576,53,4.188731787106088,0,0
10043,492,60250,105.45289193643542,3,1
9549,766,51814,230.5127549494013,3,1
1301,38721,80,4.768244302562785,0,0
1552,62376,22,1.079168671388297,0,0
1550,58643,22,1.7084256900263888,0,0
1297,49705,53,1.9069468996471384,0,0
1521,5911,53,4.034987554182553,0,0
11374,511,51806,287.29290879796616,2,1
1569,45317,22,1.0532104974226102,0,0
11701,171,53199,151.23944089133136,3,1
1288,49953,443,5.944638617100124,0,0
1535,4949,80,5.552476162798381,0,0
1577,15800,80,4.290095422122515,0,0
1640,12183,53,1.3917434599997276,0,0
1502,21470,53,1.9188382086397895,1,0
1700,14720,443,0.11875987203440432,1,0
1953,50738,80,1.6468512733990293,0,0
1204,50167,443,4.7065936950082055,0,0
1733,48675,53,3.9672246985025112,0,0
1563,52225,53,1.0614779656506073,0,0
1674,17102,22,0.6307794894667598,0,0
1554,27675,443,1.9579551210259571,0,0
12019,748,51047,235.49927927374787,3,1
1232,26000,53,1.5026140838010928,0,0
1059,56186,80,2.3178285374982517,0,0
1482,3061,53,4.666587640215647,0,0
1284,42935,443,2.9548493707451264,1,0
15307,945,62104,46.18466617733692,3,1
10565,458,54595,295.3168039475788,2,1
8690,42,58168,136.13527521176437,3,1
1387,25305,22,3.931299249243628,0,0
1147,4089,22,3.6695004383303993,0,0
13759,610,54253,257.66626216788217,3,1
7611,595,52280,164.4005762321843,2,1
1512,19985,22,0.30717775093578503,0,0
1750,28770,22,1.1479835518830326,0,0
1155,31286,22,0.5939284672313803,1,0
1678,38719,443,1.0653293530750265,0,0
873,19806,80,1.5512274875138963,0,0
1406,48688,443,0.5947328277199143,0,0
1343,40444,53,5.412191978257594,0,0
10195,341,58789,170.3228585392977,3,1
859,5805,80,1.817691264242909,0,0
19171,990,64267,69.23028549248674,2,1
1147,26898,53,4.152460480145395,0,0
1827,60244,80,5.7412270400967325,0,0
2006,39335,443,0.4203910101516529,1,0
1396,64948,53,2.453128348075448,0,0
1837,18239,443,5.832489972970692,0,0
1352,8518,22,1.7431369965815358,0,0
1697,61688,53,5.376117134106178,0,0
1347,20646,443,0.3184104233463436,0,0
1512,39550,22,3.7339517318672475,0,0
6537,777,53822,165.64809166262714,3,1
1349,4122,53,3.6768868903336185,0,0
1289,23964,80,2.974295494789756,0,0
1171,12370,80,4.330887514399964,0,0
1798,21762,443,3.338621942491853,1,0
1332,7183,53,4.302597100766087,0,0
1454,19534,80,0.41904800834905953,1,0
12002,887,58967,157.05029307497483,2,1
10622,496,63988,141.77750161494023,3,1
1486,8838,80,3.2591587752410334,0,0
12346,327,55324,211.4467559723726,2,1
1273,53100,22,3.3764146622032474,1,0
1144,52867,53,5.825194031836732,0,0
1540,51162,80,0.7495240693157054,0,0
1686,51094,443,1.8483838997335251,0,0
1443,11351,53,3.475712996945848,0,0
1162,29414,22,4.377753426601959,0,0
13242,436,55119,142.533438170536,2,1
1434,20822,53,4.692229104597086,0,0
1305,35216,443,0.8768142059161642,0,0
1487,24166,80,5.55137589300919,1,0
1055,29279,53,0.29065208233185436,0,0
1714,58146,443,4.244658598941605,0,0
1067,52921,22,4.71978163620668,0,0
1156,31218,22,3.512955221247382,0,0
1346,45321,443,0.8179883085756356,0,0
12757,442,61598,46.656691788822016,3,1
1493,32183,53,0.33386463165053865,0,0
1240,6026,443,4.925109584894537,0,0
11332,665,61032,88.41976978832986,2,1
1439,27013,80,3.865137817731281,0,0
1547,43426,80,2.7583529993045808,0,0
1390,41748,80,2.9911697758978546,0,0
1861,60601,443,4.539999607455358,0,0
1167,36612,80,4.6484274181962775,0,0
1703,21446,22,4.070956233586511,0,0
1570,24500,443,2.3831624744671704,0,0
1187,39403,22,0.0886126522526334,0,0
1491,1848,53,1.2438299135953146,0,0
1557,22766,53,5.684836811694394,0,0
1437,30182,53,4.115495832013219,1,0
1254,51936,80,5.46138879478895,1,0
1446,44947,443,4.739820410876206,1,0
14869,431,54099,82.50114811534507,3,1
1444,18131,22,3.1844773671928226,0,0
1316,36580,80,5.178364192411057,0,0
1336,39939,22,0.9060011697007209,0,0
956,54962,53,1.785336453098459,1,0
1569,36592,22,3.6082092707779885,0,0
1518,8276,22,0.8664425280798924,0,0
1689,59822,80,5.489676689247767,0,0
1949,56444,53,2.417002790977439,0,0
1527,7233,22,1.488196705943342,1,0
1618,40525,80,5.535105291314404,1,0
1100,7639,443,3.1396173162026737,0,0
2018,47652,443,2.0871715077546704,0,0
1192,43066,80,3.7266136281860467,0,0
1254,56887,22,1.420730193077843,0,0
11636,834,58513,246.3243806802767,2,1
1452,22833,22,5.493150137687805,1,0
9264,640,55233,122.53443504005443,2,1
1731,2973,22,3.880255727344617,1,0
1304,36749,80,1.9505614873495167,1,0
1246,21789,53,1.3628433708397945,0,0
1545,10252,443,0.31572717181948134,0,0
12901,46,58556,291.13703785957125,3,1
1429,30993,80,4.412656439009391,0,0
1474,21126,22,3.6564401138537175,0,0
1674,49836,53,5.888405374060225,0,0
1735,5995,80,2.335753089400266,0,0
1446,19933,80,5.933193285136006,0,0
1516,52952,80,1.2739405551105907,0,0
1727,33310,80,5.063035955161281,0,0
1910,44084,443,4.510245875603675,0,0
1783,5882,22,5.1605283402690665,0,0
1620,39727,80,1.231386801045703,1,0
1111,37800,22,3.784366970492166,0,0
1236,57464,443,3.825156435382207,0,0
1566,25078,443,5.120189681735348,0,0
1429,24970,443,1.72047410694073,0,0
1165,7201,443,1.55585219916749,0,0
1224,6530,80,4.444414391769662,0,0
1363,38945,22,0.1370398082701666,0,0
1446,30897,443,2.2145270070143894,0,0
1438,19910,22,2.484002405668268,0,0
15225,810,51441,230.24087596143468,2,1
12150,220,50753,32.81264311966495,3,1
955,27592,22,3.23126719161265,1,0
1160,63131,443,3.076038635118855,0,0
1866,51305,22,4.147181164080861,0,0
1504,14590,443,3.884924557238643,1,0
1628,39162,80,1.6276365631912135,0,0
1640,9332,53,2.2106142349341287,0,0
1562,29424,443,4.885743794117936,0,0
1107,40075,22,5.879025376013274,1,0
1758,9174,80,0.05785322045676157,0,0
1946,65216,22,4.317833682996034,1,0
1848,19571,443,2.275296233802296,0,0
978,22056,80,3.4516724291528655,0,0
15971,97,62411,44.24838272524755,2,1
1342,34574,53,0.3000106180348399,0,0
1470,20898,22,3.757272648744989,0,0
1738,33039,80,4.145960394315105,0,0
1658,42481,22,2.668197260373832,0,0
1418,40768,80,4.744579063136133,0,0
1793,60282,80,1.1427861557522203,0,0
1594,32177,80,5.241770784229882,0,0
1609,49255,22,2.708705464068516,0,0
1652,45346,22,2.2759255529900235,0,0
1611,59574,443,4.324434790613884,1,0
1500,60244,443,4.958356333962728,0,0
1182,17469,443,0.46821130347801615,0,0
14087,973,58982,177.27498325882794,2,1
15334,261,60506,130.42792757836418,2,1
950,51296,22,5.2332361204389,0,0
1410,59468,80,4.9382564177250545,0,0
1773,13044,53,1.9462881992178949,1,0
6363,680,51456,276.48398505297257,3,1
1509,39397,80,4.606534323783782,0,0
1437,26489,443,2.7698674168948623,0,0
1546,5502,80,2.4360084276491523,1,0
10728,719,51189,271.6664980392261,2,1
2047,54903,22,3.9620896525746936,0,0
1781,34321,53,4.064713278256625,0,0
1539,64787,22,4.679017406387018,1,0
1734,62456,22,2.664681573708151,0,0
1158,41415,22,1.613797005963713,0,0
1822,20892,443,4.715363468450096,0,0
1481,43840,80,0.10411037279939461,0,0
15193,341,63687,80.94872913473978,3,1
1627,53518,53,5.618085912972223,0,0
1392,21665,53,0.36033552357730897,0,0
1348,57173,443,0.06636842354582995,0,0
1729,56589,22,3.4041201933083256,0,0
7798,71,63916,97.61444972010493,3,1
1329,8449,80,5.57246406432907,0,0
1623,28545,80,2.096881564213575,0,0
1676,64259,22,3.4924323284347634,0,0
1217,47805,443,0.3657830539196344,0,0
1678,50475,443,3.2987401716248455,0,0
1410,51560,443,4.021796468433809,0,0
15128,719,62000,201.20691509196598,2,1
1567,61745,443,4.406694482314525,0,0
1588,10453,80,2.337350961750928,0,0
1567,31506,80,5.1079999269172855,0,0
1110,3060,443,2.204785261707409,0,0
11450,623,49529,272.76431727178516,2,1
1293,14098,443,5.309314458783956,0,0
1023,27899,80,1.573979991224586,0,0
1985,17412,22,5.147328129793058,0,0
14360,76,63630,241.46761377892503,2,1
1130,17441,22,4.40385284283435,1,0
1764,17762,53,1.0167509625925755,1,0
1658,4622,443,0.46014957763833003,0,0
957,4817,80,0.4461030864494888,0,0
1495,29546,22,5.645902034967037,0,0
13453,956,60869,41.32570972733594,2,1
1918,14286,22,0.6212655220762258,0,0
1889,27604,53,1.0997388447842884,1,0
1765,12456,22,4.460364297966301,0,0
14336,909,51999,246.7446861208318,3,1
10928,358,61661,85.60773098353914,2,1
1612,22754,22,0.12814357357410566,1,0
12280,390,56153,209.7921405474084,2,1
1184,31010,443,3.742789865118519,0,0
1280,27289,443,0.1219832291057906,0,0
1880,39599,22,3.5967862396370696,0,0
13320,729,53708,297.1423985935242,2,1
1176,7931,53,5.573059811306551,0,0
1532,56633,443,3.2321680814117077,0,0
1416,24927,53,1.463516768131735,0,0
1316,1740,80,3.3959011479810797,0,0
1601,60823,53,4.111339915685992,0,0
1274,50637,22,5.394724737405255,0,0
10915,946,55827,200.4710015916594,3,1
9561,253,60666,127.19029250039169,2,1
1190,16413,80,1.2929016537482594,1,0
1690,13218,443,1.6266355988554542,0,0
1423,59231,443,1.2664853910835538,1,0
1104,9297,80,2.7646460037854523,0,0
1397,56333,53,3.6766458522940493,0,0
11327,703,53097,285.3577098332482,3,1
1560,26816,80,4.606821209020206,0,0
13071,110,52657,260.93189681770707,2,1
1268,51826,53,4.537501102017836,0,0
1290,4794,443,5.523413130299682,1,0
1480,52558,443,2.1253040017655245,0,0
1568,20442,53,4.617668826571811,0,0
1667,15890,80,1.5999010953912272,1,0
1494,30853,80,5.455717981478048,0,0
1317,16503,443,0.9879344132062345,1,0
1845,32993,80,4.230704810839771,0,0
1919,3371,80,4.92494663596444,1,0
13064,742,54513,196.7866498416889,2,1
12583,856,57121,143.5810282093392,3,1
9733,965,53004,225.88515697162242,3,1
1418,5325,80,1.1325513404031804,0,0
1685,31037,80,0.5495364332718646,1,0
1973,25115,443,4.837503527165407,1,0
1919,52211,80,2.0487316256622425,0,0
1533,35579,53,4.7284488766081045,0,0
1294,39886,443,1.544992022629406,1,0
1539,35842,22,2.624603373029787,0,0
1644,22095,443,2.2403948603877724,1,0
8806,493,61397,93.57981482570653,3,1
1801,61950,53,0.3988407675143745,0,0
1560,37696,80,0.14779454469734662,0,0
1490,63161,22,4.66011783901141,0,0
1300,63793,443,3.9373725502919243,1,0
16902,501,52933,91.7503870305344,3,1
1793,22869,80,2.3107389446270803,0,0
1120,15592,53,5.805946626598975,0,0
1562,8277,443,0.7574729551840607,0,0
1740,26989,80,1.0053189740408628,0,0
11758,383,52421,287.59823881918,3,1
1274,41902,443,5.678270774711651,0,0
1790,18559,443,1.3838250466440656,1,0
1810,15666,80,0.46303090361131893,1,0
1696,52473,80,3.6083726436787895,0,0
13650,651,61462,82.81625830500569,2,1
1653,18885,22,3.6740358473750305,0,0
1306,37306,22,5.95165354085975,0,0
1255,18974,53,2.982631118287298,1,0
1384,32692,443,3.8668504512932493,0,0
1320,22706,443,1.7922364878734671,0,0
1706,61190,22,2.5932148734032747,0,0
1521,44044,53,5.0673939098540695,0,0
1291,45863,53,4.900340232141879,0,0
2057,46484,22,1.1520335229958383,0,0
5623,433,50845,230.61254039676703,3,1
1252,4846,443,1.5288683989695186,0,0
1938,5900,443,5.391755706117554,0,0
1635,3587,443,4.498647031976939,0,0
1548,56821,22,5.167099679811795,0,0
1664,18596,22,3.1460607043858664,0,0
13989,881,52960,85.49631328085002,2,1
10758,625,61155,203.85930390852877,2,1
1565,54403,80,5.063400857630321,0,0
1556,28219,22,4.714305726636963,0,0
8135,893,63514,71.10299165622119,3,1
1560,49181,53,2.2772371094464803,1,0
1814,64203,53,5.07919051785295,0,0
11590,913,55067,59.949490558713705,3,1
1838,57235,443,2.0814029031333177,0,0
1377,62766,80,5.832889074247824,0,0
1242,18436,22,0.42618481854127016,0,0
10244,610,57836,166.88124183721266,2,1
1231,21270,22,1.5536117652692933,0,0
1424,54170,53,3.066667793452223,1,0
1148,25906,443,1.4372264565276152,0,0
1634,55948,80,4.477907338027979,1,0
1613,56068,22,5.246380780247368,0,0
1076,2106,22,3.609604936576459,0,0
1352,30226,22,5.851931316922069,0,0
1483,30081,443,3.473521136479154,1,0
1557,52513,443,2.855988300046923,0,0
1509,39021,53,5.004702431893022,0,0
19695,534,50805,55.1985905426223,3,1
1190,39272,80,1.9216453307461183,0,0
1154,46237,53,3.725555978718738,0,0
1248,16471,80,3.755833959919018,0,0
1589,30901,22,0.7832462746583337,1,0
1842,58826,443,2.4218423217822465,1,0
1768,58811,22,4.505201264839756,0,0
1471,23266,80,0.0700061510214729,0,0
1112,47636,22,1.2679154639996528,0,0
1668,58314,80,5.164427153426128,0,0
1160,3630,53,0.8554066474735339,0,0
1811,58515,80,3.8917121717134506,0,0
1438,19805,80,4.491435567369576,0,0
1968,59830,22,5.594938492329242,0,0
1293,42776,443,3.720256615091737,0,0
1491,52980,80,1.470198844516221,0,0
1507,48747,22,0.3757008336641246,0,0
1343,53727,22,3.331607384947083,0,0
909,52107,80,3.6710017596207978,1,0
1601,20585,80,2.176224715404325,0,0
1580,42815,80,0.6702470333644263,1,0
1409,23855,80,3.0166582927622416,0,0
1901,22821,443,1.3588636298914165,0,0
2022,57612,443,3.717320125414198,0,0
1337,44771,80,1.159112213705261,1,0
1653,51086,53,3.01519375329724,0,0
1322,55351,443,3.454219595633853,0,0
1687,4880,53,5.854680974891576,0,0
1044,28164,80,3.0291982634386176,0,0
8815,838,62396,61.80337979186139,2,1
1440,25579,80,5.041166926373045,1,0
1775,7411,443,4.367866501042737,0,0
1517,46510,80,0.7930557137818447,0,0
980,19122,22,1.4591982193729864,1,0
1032,59443,80,0.5581162682037325,0,0
1214,28177,443,4.487159762480847,0,0
1137,53292,53,5.765574819574502,0,0
1546,23749,53,1.6285729022164925,0,0
790,24789,80,3.3034720541913476,0,0
1499,49293,80,0.9330402341266911,0,0
1524,56852,80,1.1614650042179617,0,0
1245,41782,443,2.461842101071853,1,0
1317,46847,53,1.652242892861821,0,0
9375,281,56356,298.3850467898851,2,1
1108,39211,22,4.736866948774192,1,0
1381,52831,443,4.065038756129258,0,0
2012,63257,80,4.176696613024296,0,0
1908,34144,53,3.206254850242851,0,0
11023,369,57541,281.77106522699125,3,1
1299,40642,443,2.471375005721821,0,0
1610,46948,22,4.6586334869917945,0,0
1333,7608,22,0.1318999253456299,0,0
1743,30788,22,1.2026098565633843,0,0
1573,20334,443,1.7843100018456362,0,0
1238,28246,443,1.7438798305066951,0,0
1687,36215,22,2.3613586735354293,0,0
1531,13324,80,3.32705607191431,0,0
1967,59865,22,0.7335543919187941,0,0
1217,16012,22,0.1800156943862835,0,0
5000,251,50653,169.53402987641738,3,1
1162,37379,22,0.9030852428560254,0,0
1227,65467,443,5.831321097485985,0,0
1674,38515,80,5.760207863278477,0,0
1798,64812,80,0.6840491582592578,1,0
1336,39424,53,2.097042692257631,0,0
1459,56993,22,4.419235615295245,0,0
1720,65467,53,2.3611997843878156,0,0
1359,8889,443,2.241483208475447,0,0
1103,56715,443,2.5503841651686874,0,0
13415,756,51413,136.31571874648358,2,1
1559,28986,53,1.4997830246239774,1,0
1440,36714,22,2.7412693398426913,0,0
1130,59504,53,4.079281059161874,1,0
12214,224,57129,157.4886120976181,2,1
8502,225,55071,285.95627917487275,3,1
1562,53160,53,1.3052672737846114,0,0
1292,21068,22,2.0878749583984173,0,0
1492,61659,22,5.512555545498416,1,0
1349,21315,22,4.892800834068202,0,0
1124,24937,443,5.852394845875583,1,0
1875,41436,53,2.7739912180035184,0,0
1068,4444,80,1.9999753922583223,1,0
1424,21963,53,3.80453445135196,0,0
1771,48492,53,3.5730379201527045,0,0
1504,50930,443,1.6526079804135707,0,0
1360,57755,443,2.3707277520431154,0,0
12349,984,56592,205.83863019562924,3,1
1597,55771,80,2.4625552636775234,0,0
13722,31,60593,192.73599943700322,3,1
1169,16076,80,0.8490669381513608,0,0
1486,8550,80,3.985021827555922,0,0
1629,27348,443,5.380508830551905,0,0
1074,18164,53,2.8990552541985055,1,0
1125,17184,53,5.297251241441116,0,0
13726,830,58695,75.09405725956395,2,1
1989,40115,53,3.1205678430478136,0,0
1418,26129,80,5.909952345051814,0,0
1312,60186,22,4.112191007525053,0,0
12883,135,55459,33.245559347857466,2,1
1139,6550,22,5.152824123621258,1,0
1714,35641,22,3.401425087097692,0,0
1506,63864,443,3.882859636507795,1,0
10711,471,57668,247.2704656161965,2,1
1256,63707,22,2.3610266115381138,1,0
14275,315,54507,32.79761771100034,2,1
1951,38030,22,5.180640550847558,1,0
1795,20821,53,2.459427395753226,0,0
1742,37919,80,2.463297452093048,0,0
1349,50440,53,2.4094084040086803,0,0
1573,28818,53,2.7385590575487306,1,0
1717,63532,53,2.9027050609851845,0,0
1446,57811,53,1.9840565654770461,0,0
1845,39917,443,2.2448635031253334,0,0
1652,21215,22,1.5035272524961292,0,0
14565,777,57457,200.0838213092216,2,1
1743,2823,53,2.6502932527871037,0,0
1507,55937,53,4.999628935638235,0,0
17012,447,57095,183.25735173271275,2,1
1193,51910,80,1.6243166568739384,0,0
1805,26751,22,5.601088450745366,0,0
1615,19237,80,3.6682020617699456,0,0
1486,56100,22,3.0593043818920926,1,0
5347,64,56022,192.45057258331477,3,1
10185,378,59890,132.81939645202215,3,1
13130,632,64557,270.1261217626503,2,1
1357,40643,80,3.393627147933718,0,0
1728,22028,80,5.443857261110962,0,0
12892,831,60723,240.42110804470346,2,1
1027,22830,22,0.6952395256200082,0,0
1897,16219,53,5.945034825459309,0,0
2031,17291,22,3.7958763831711217,1,0
1368,28243,80,1.352267529360804,0,0
1719,62680,22,1.1582897347617185,0,0
1950,11188,53,5.418732441980488,0,0
1377,65397,53,4.168919568095633,0,0
1573,47577,53,0.7070845092868631,0,0
1661,15464,443,1.1438820749913219,1,0
1354,16319,22,0.7250899840723759,0,0
1713,43237,22,1.8647233339009806,0,0
1471,63805,22,5.825832575715477,0,0
1473,49815,80,1.745561251585004,0,0
1808,7430,53,1.590943955720202,1,0
13158,176,54067,215.62448340832825,2,1
1704,19666,443,0.9196203595315708,0,0
1310,26859,80,1.6655236375117748,0,0
2023,29834,80,2.8339605423855487,0,0
1712,9183,22,2.000327111512453,0,0
1291,42708,80,1.540749050640213,0,0
9226,688,54475,56.045051619109785,2,1
1498,43268,80,0.5530328455117322,1,0
9610,1016,59377,80.49870210157215,3,1
10476,510,62208,189.46294217147485,2,1
11478,862,63539,287.8303376356587,3,1
6828,295,52000,251.82349526292552,3,1
1774,50619,22,4.01184643714437,1,0
1533,22876,53,3.887644459216194,0,0
1082,55206,22,5.281531806312819,0,0
1921,52967,53,5.719187284105447,0,0
1217,25938,80,4.166818768797544,0,0
1625,12255,53,2.265939169497011,0,0
1433,45231,53,3.8214247602570772,1,0
1595,19316,80,4.957775849064861,0,0
16518,358,59908,53.93214386361341,2,1
1404,36599,53,5.2112418338103454,0,0
1431,32777,22,4.324517352305242,0,0
1379,55549,443,5.115987046769287,0,0
1434,25791,443,1.0785201236829254,0,0
7181,403,59539,196.2037871756256,2,1
13636,679,52933,178.00183109086828,3,1
1505,58772,80,2.4816220738135732,0,0
16277,297,59947,240.57639620691216,3,1
1558,61446,22,1.2148619129081604,1,0
1794,59070,443,4.674509694009863,1,0
1120,43899,22,1.8822650605884956,1,0
1425,4753,22,3.0253708432117383,0,0
1269,19322,53,4.727386914428638,1,0
1120,59168,443,2.855943045431958,0,0
8121,603,60638,115.56381119561789,2,1
1370,33386,22,1.7898067366850552,0,0
1770,6052,443,2.632300098743089,0,0
1466,51571,53,3.6866801735562507,0,0
1638,30746,80,2.1558696756230566,0,0
1298,4299,22,1.6548161742911063,0,0
8457,621,63503,226.06768890450817,2,1
1506,38875,22,3.00581824474698,0,0
1518,31564,53,3.9853420970567592,0,0
1587,6437,53,5.106323451774005,0,0
1077,8525,22,5.122376451082898,0,0
1376,30478,53,1.7663271849878641,0,0
1447,51359,443,0.8955364110038652,0,0
1553,6032,22,2.5347512214492607,0,0
1076,40087,80,4.22496575605936,0,0
1256,12015,53,0.5148225131989781,1,0
1350,23619,53,2.333106329526944,0,0
1456,35698,80,1.656514762671112,0,0
1565,38169,80,3.2539320611431006,0,0
1656,28317,80,3.1730971823931458,0,0
1832,19292,53,3.977710693365626,0,0
1657,58785,53,5.029789181831748,0,0
1674,1467,80,4.390191730542971,1,0
13529,864,61374,126.00256625861242,3,1
1593,31660,443,2.2590381984846717,1,0
1435,36296,53,4.494076749365363,0,0
1262,12850,53,3.6898405397627063,0,0
1379,38804,22,1.5933109715660247,0,0
13976,515,58564,38.718574624184185,2,1
1038,30260,80,5.38693057417817,0,0
1221,19390,22,2.203626726306962,0,0
1416,55957,22,3.984085853405031,0,0
1524,58459,22,4.854617453357132,0,0
1832,51175,22,1.0348424268492122,0,0
1736,6511,443,3.124224536001785,1,0
